,Name,Gender,National_Count,National_Rank,City_Count,City_Rank,State_Count,State_Rank
1068,Quincy,M,423,1294.0,15,55,30,1145.0
1069,Jasiah,M,415,1313.0,12,58,35,996.5
1070,Santino,M,415,1313.0,14,98,41,855.0
1071,Rohan,M,414,1316.0,21,47,42,837.0
1072,Abdullah,M,413,1319.0,30,38,47,769.0
1073,Marc,M,411,1326.5,13,99,50,740.0
1074,Nelson,M,407,1339.5,12,96,50,740.0
1075,Carmelo,M,401,1354.5,13,57,42,837.0
1076,Kristian,M,400,1357.5,17,53,35,996.5
1077,Neil,M,397,1363.5,13,55,34,1030.0
1078,Melvin,M,380,1407.0,11,97,26,1278.0
1079,Zain,M,373,1428.5,12,56,31,1118.0
1080,Stanley,M,371,1435.5,14,54,36,970.0
1081,Yosef,M,362,1464.5,116,28,162,246.5
1082,Edison,M,361,1468.0,14,54,29,1177.5
1083,Elian,M,354,1490.0,19,89,26,1278.0
1084,Omari,M,341,1521.0,13,57,28,1211.5
1085,Harry,M,336,1538.0,12,100,27,1241.5
1086,Ben,M,335,1543.5,13,99,27,1241.5
1087,Maxim,M,335,1543.5,26,86,41,855.0
1088,Allan,M,333,1552.0,13,95,27,1241.5
1089,Adonis,M,330,1559.5,31,147,42,837.0
1090,Kamari,M,324,1584.0,12,58,19,1622.0
1091,Aron,M,322,1592.0,62,54,87,451.5
1092,Aydin,M,321,1597.0,11,101,36,970.0
1093,Ariel,M,319,1606.0,40,180,63,612.5
1094,Marcelo,M,319,1606.0,12,96,19,1622.0
1095,Marlon,M,319,1606.0,11,97,24,1358.0
1096,Aryan,M,317,1612.0,18,50,29,1177.5
1097,Kareem,M,314,1620.0,30,152,40,875.5
1098,Samir,M,310,1637.5,13,99,35,996.5
1099,Hassan,M,309,1642.0,10,58,37,945.0
1100,Jadiel,M,309,1642.0,44,64,58,653.5
1101,Kingsley,M,309,1642.0,21,47,28,1211.5
1102,Yousef,M,307,1648.0,18,94,29,1177.5
1103,Misael,M,296,1694.0,10,98,14,2029.5
1104,Leandro,M,294,1702.0,11,97,19,1622.0
1105,Chaim,M,291,1712.5,130,23,174,230.0
1106,Alfred,M,287,1737.5,18,50,40,875.5
1107,Anson,M,282,1758.5,23,45,28,1211.5
1108,Vincenzo,M,280,1767.5,11,101,46,784.5
1109,Junior,M,277,1783.5,14,94,30,1145.0
1110,Kenny,M,265,1841.0,14,94,26,1278.0
1111,Reuben,M,264,1843.5,11,101,27,1241.5
1112,Amare,M,263,1848.5,10,60,31,1118.0
1113,Dariel,M,263,1848.5,28,80,39,899.0
1114,Marcel,M,261,1854.0,10,102,41,855.0
1115,Steve,M,257,1873.5,12,96,29,1177.5
1116,Eliezer,M,254,1892.5,52,62,86,456.5
1117,Anton,M,238,1976.5,11,101,27,1241.5
1118,Salvatore,M,238,1976.5,20,92,77,510.0
1119,Zaire,M,237,1983.5,20,50,26,1278.0
1120,Darwin,M,236,1990.0,11,97,29,1177.5
1121,Yehuda,M,227,2048.5,86,41,112,352.5
1122,Gordon,M,224,2067.0,10,58,19,1622.0
1123,Mike,M,215,2127.5,11,97,24,1358.0
1124,Menachem,M,211,2148.5,118,27,131,301.5
1125,Ayan,M,207,2177.0,16,52,27,1241.5
1126,Musa,M,205,2195.0,11,57,31,1118.0
1127,Jamar,M,201,2227.0,12,58,17,1762.0
1128,Yisroel,M,198,2253.0,83,43,115,345.5
1129,Cormac,M,196,2269.0,11,101,20,1555.0
1130,Derick,M,190,2313.5,10,98,16,1840.0
1131,Avi,M,187,2337.5,11,101,24,1358.0
1132,Elvis,M,186,2344.0,13,55,24,1358.0
1133,Rayyan,M,186,2344.0,24,44,37,945.0
1134,Jean,M,184,2357.5,22,86,37,945.0
1135,Mordechai,M,183,2367.5,92,37,118,339.0
1136,Yadiel,M,179,2397.0,15,93,24,1358.0
1137,Yandel,M,174,2442.0,15,93,20,1555.0
1138,Youssef,M,174,2442.0,24,88,34,1030.0
1139,Zahir,M,172,2468.5,14,56,23,1397.0
1140,Eason,M,171,2479.0,38,30,38,920.5
1141,Shimon,M,171,2479.0,100,34,130,305.0
1142,Imran,M,169,2500.5,10,102,18,1691.5
1143,Shlomo,M,169,2500.5,55,59,80,489.0
1144,Yahya,M,166,2528.0,11,101,20,1555.0
1145,Shmuel,M,165,2539.0,57,57,81,484.5
1146,Yaakov,M,160,2591.5,46,67,64,604.5
1147,Zev,M,153,2666.5,49,65,70,556.5
1148,Armaan,M,152,2680.0,13,55,19,1622.0
1149,Avraham,M,152,2680.0,55,59,72,539.0
1150,Lucien,M,150,2702.0,10,102,22,1442.0
1151,Zamir,M,150,2702.0,10,60,14,2029.5
1152,Meir,M,148,2733.0,66,51,78,502.0
1153,Yaseen,M,145,2761.0,12,100,26,1278.0
1154,Francesco,M,143,2781.0,15,97,34,1030.0
1155,Aayan,M,139,2839.0,10,58,17,1762.0
1156,Eddy,M,139,2839.0,10,98,21,1495.0
1157,Syed,M,139,2839.0,20,48,25,1318.0
1158,Yitzchok,M,128,3004.5,66,51,94,417.5
1159,Dashiell,M,127,3017.5,10,102,14,2029.5
1160,Giuseppe,M,125,3051.0,10,102,28,1211.5
1161,Kabir,M,125,3051.0,10,58,13,2150.0
1162,Jael,M,124,3072.0,13,95,21,1495.0
1163,Tzvi,M,124,3072.0,49,65,65,597.0
1164,Jariel,M,123,3091.0,20,88,31,1118.0
1165,Eliyahu,M,121,3126.0,25,87,40,875.5
1166,Yoel,M,119,3162.5,12,100,30,1145.0
1167,Savion,M,117,3195.5,10,60,18,1691.5
1168,Morris,M,112,3277.5,13,99,23,1397.0
1169,Lev,M,110,3320.5,18,94,22,1442.0
1170,Shea,M,106,3410.0,13,99,24,1358.0
1171,Yariel,M,105,3438.0,12,96,14,2029.5
1172,Denis,M,102,3517.5,10,102,20,1555.0
1173,Noam,M,101,3538.0,23,89,31,1118.0
1174,Nikita,M,100,3564.0,11,101,11,2421.5
1175,Dov,M,98,3616.0,38,74,55,679.0
1176,Dovid,M,98,3616.0,26,86,39,899.0
1177,Avrohom,M,95,3685.5,27,85,40,875.5
1178,Eitan,M,95,3685.5,13,99,22,1442.0
1179,Jakub,M,95,3685.5,11,101,14,2029.5
1180,Zayan,M,94,3716.0,18,50,23,1397.0
1181,Shia,M,93,3745.0,37,75,49,750.0
1182,Aryeh,M,91,3797.5,22,90,37,945.0
1183,Yakov,M,90,3822.0,45,68,67,581.0
1184,Akiva,M,86,3953.0,22,90,38,920.5
1185,Tenzin,M,86,3953.0,42,29,46,784.5
1186,Karas,M,84,4022.0,10,102,11,2421.5
1187,Filip,M,83,4055.0,11,101,11,2421.5
1188,Arham,M,79,4192.5,12,56,14,2029.5
1189,Shayan,M,77,4269.5,10,58,15,1926.0
1190,Yechiel,M,77,4269.5,39,73,58,653.5
1191,Gavriel,M,75,4354.0,17,95,20,1555.0
1192,Shalom,M,74,4400.0,14,98,20,1555.0
1193,Mendel,M,73,4441.5,38,74,57,664.5
1194,Yehoshua,M,70,4571.0,26,86,30,1145.0
1195,Rehan,M,69,4617.5,13,55,15,1926.0
1196,Alston,M,66,4765.5,13,55,14,2029.5
1197,Aahil,M,65,4821.5,14,54,18,1691.5
1198,Aharon,M,65,4821.5,21,91,28,1211.5
1199,Yisrael,M,62,4973.5,14,98,24,1358.0
1200,Arvin,M,61,5033.0,11,57,15,1926.0
1201,Shulem,M,60,5098.0,45,68,58,653.5
1202,Naftali,M,59,5161.5,22,90,34,1030.0
1203,Azaan,M,57,5289.0,10,58,12,2275.5
1204,Mayer,M,57,5289.0,29,83,38,920.5
1205,Kimi,M,53,5532.0,24,44,25,1318.0
1206,Simcha,M,53,5532.0,23,89,33,1064.0
1207,Adyan,M,52,5596.5,17,51,20,1555.0
1208,Baruch,M,51,5672.5,16,96,25,1318.0
1209,Mamadou,M,51,5672.5,23,47,25,1318.0
1210,Lipa,M,50,5742.5,39,73,50,740.0
1211,Shaya,M,50,5742.5,31,81,40,875.5
1212,Wolf,M,48,5898.5,12,100,18,1691.5
1213,Sholom,M,47,5987.5,16,96,23,1397.0
1214,Yitzchak,M,44,6282.0,15,97,21,1495.0
1215,Alpha,M,43,6386.5,16,54,16,1840.0
1216,Amadou,M,41,6603.5,15,55,18,1691.5
1217,Hershel,M,41,6603.5,18,94,30,1145.0
1218,Nosson,M,40,6711.0,11,101,19,1622.0
1219,Moussa,M,39,6832.5,16,54,17,1762.0
1220,Shmiel,M,38,6960.5,19,93,37,945.0
1221,Hersh,M,37,7102.0,22,90,31,1118.0
1222,Hershy,M,37,7102.0,21,91,37,945.0
1223,Efraim,M,36,7248.5,13,99,18,1691.5
1224,Binyamin,M,35,7403.0,11,101,13,2150.0
1225,Binyomin,M,34,7559.0,11,101,15,1926.0
1226,Hillel,M,33,7719.5,12,100,20,1555.0
1227,Lazer,M,33,7719.5,26,86,31,1118.0
1228,Moishe,M,33,7719.5,21,91,29,1177.5
1229,Oumar,M,33,7719.5,14,56,14,2029.5
1230,Boruch,M,32,7898.5,12,100,19,1622.0
1231,Elimelech,M,32,7898.5,16,96,21,1495.0
1232,Pinchas,M,32,7898.5,16,96,20,1555.0
1233,Ibrahima,M,31,8083.5,13,57,13,2150.0
1234,Usher,M,31,8083.5,20,92,28,1211.5
1235,Benzion,M,29,8474.0,18,94,23,1397.0
1236,Naftuli,M,29,8474.0,17,95,25,1318.0
1237,Mouhamed,M,28,8685.0,12,58,12,2275.5
1238,Shlome,M,28,8685.0,19,93,28,1211.5
1239,Abdoulaye,M,27,8916.0,14,56,13,2150.0
1240,Cheskel,M,25,9442.5,15,97,23,1397.0
1241,Yossi,M,25,9442.5,15,97,19,1622.0
1242,Menashe,M,24,9720.0,12,100,17,1762.0
1243,Mendy,M,24,9720.0,13,99,23,1397.0
1244,Avrum,M,23,10024.0,12,100,22,1442.0
1245,Shloimy,M,23,10024.0,16,96,20,1555.0
1246,Shraga,M,23,10024.0,10,102,13,2150.0
1247,Ahnaf,M,21,10701.5,11,57,11,2421.5
1248,Abdoul,M,20,11094.5,11,59,10,2586.0
1249,Berl,M,19,11526.5,12,100,18,1691.5
1250,Duvid,M,18,11989.5,16,96,18,1691.5
1251,Pinchus,M,17,12491.5,11,101,15,1926.0
1252,Shloime,M,15,13680.5,11,101,13,2150.0
1253,Yidel,M,15,13680.5,10,102,14,2029.5
1254,Berish,M,14,14392.5,10,102,14,2029.5
1255,Leibish,M,14,14392.5,12,100,14,2029.5
1256,Meilech,M,14,14392.5,12,100,14,2029.5
1257,Mordche,M,14,14392.5,10,102,14,2029.5
